#,ELO,Player,Clan,Streak,Percent,Games,Last game
"3,668",804,max-noizet,"'-",2,49.97%,"1,681",5/10/2026
"3,669",804,HighVelociraptor,"'-",1,48.24%,284,4/23/2026
"3,670",803,dddz54,"'-","'-1",43.33%,30,5/10/2026
"3,671",803,Alkauczar,"'-",1,46.24%,93,5/10/2026
"3,672",803,不是山糓,"'-",1,50.00%,108,4/22/2026
"3,673",803,PiNnkyPIE,"'-",2,50.75%,67,5/6/2026
"3,674",803,RedLion,"'-",1,48.18%,"1,426",4/27/2026
"3,675",802,Tege,"'-",1,47.90%,238,4/28/2026
"3,676",802,Medbahrii,"'-","'-2",47.90%,119,5/9/2026
"3,677",802,PuffyBug7952616,SPRQ,"'-1",49.82%,"1,391",5/3/2026
"3,678",802,Rodrigunner,"'-","'-1",48.80%,418,5/9/2026
"3,679",800,Caesma,"'-","'-3",33.33%,21,5/1/2026
"3,680",800,San Martín,"'-",1,30.77%,13,4/13/2026
"3,681",800,Kiril Isachenko,"'-","'-1",46.88%,32,4/13/2026
"3,682",799,Cross Fire,APCEL,"'-2",40.28%,72,5/7/2026
"3,683",799,Kadeciak7369,"'-","'-1",40.63%,32,4/23/2026
"3,684",798,Ultimatehacker,TIGGR,"'-1",48.92%,744,5/10/2026
"3,685",798,fabinhoimthurm,GJL,"'-1",49.75%,"2,195",5/8/2026
"3,686",798,huseyinacikbas19,"'-",2,49.60%,379,5/10/2026
"3,687",798,Mulliganisoup,"'-",1,35.71%,14,5/8/2026
"3,688",798,Ravermax,"'-","'-3",36.84%,19,4/19/2026
"3,689",798,达明的克星,"'-","'-1",49.21%,63,5/3/2026
"3,690",798,manu.de.salvador,"'-","'-3",44.66%,103,4/17/2026
"3,691",798,Wendigo,"'-",1,47.06%,323,4/29/2026
"3,692",798,J0KER,JOVEN,1,50.36%,842,5/10/2026
"3,693",797,Naviculare,"'-",1,45.38%,130,5/9/2026
"3,694",797,noeribouillault,darib,"'-2",33.33%,15,4/13/2026
"3,695",796,aguilarsantiagoguil2007,LMex,2,47.27%,55,4/27/2026
"3,696",796,Rutoga2,"'-","'-4",36.11%,36,5/8/2026
"3,697",795,President,hwale,"'-9",28.57%,21,4/30/2026
"3,698",795,GuerreroDelAlba,"'-",2,48.21%,168,5/10/2026
"3,699",795,jose maria exposito garcia,"'-",1,43.48%,23,5/5/2026
"3,700",795,elbartofuego,"'-","'-1",50.00%,"1,796",5/9/2026
"3,701",794,春光乍泄、,"'-",2,47.56%,82,5/10/2026
"3,702",794,aravindcommengr,"'-",1,48.40%,188,4/13/2026
"3,703",794,kunkler.isaac,"'-","'-1",47.71%,109,5/1/2026
"3,704",794,Monty_89,"'-",5,51.52%,33,5/10/2026
"3,705",793,ALHerS,"'-","'-4",36.36%,22,5/10/2026
"3,706",793,santob,"'-",4,47.73%,"1,211",4/14/2026
"3,707",793,TheVanGuard,"'-",1,37.50%,16,4/18/2026
"3,708",793,ben.turner0987,"'-","'-2",49.84%,612,5/7/2026
"3,709",792,kingtrabzon1,1461,1,35.29%,17,5/1/2026
"3,710",792,zhengzelin200303,"'-","'-1",30.77%,13,5/7/2026
"3,711",792,Anatolian,"'-",2,50.43%,117,4/22/2026
"3,712",792,DereiO_,"'-",2,47.33%,131,5/8/2026
"3,713",791,Alejandro2025,"'-",2,48.91%,92,5/10/2026
"3,714",791,felibofo,"'-",1,49.16%,653,4/29/2026
"3,715",791,Pumpkins [BR],"'-",1,48.61%,646,5/9/2026
"3,716",790,anndrass99,"'-",3,46.15%,13,4/29/2026
"3,717",790,Blue_Soldier,"'-","'-2",28.57%,14,4/26/2026
"3,718",790,misha.hudz,"'-","'-1",49.16%,415,5/3/2026
"3,719",790,elJose,"'-","'-2",50.17%,299,5/7/2026
"3,720",790,appleren,SPLA,3,36.36%,11,5/3/2026
"3,721",790,l1nkdragneel,"'-","'-9",32.00%,25,5/9/2026
"3,722",790,garaloth,"'-",1,49.84%,913,5/8/2026
"3,723",789,danielsebastianarizamedina17,"'-","'-1",54.24%,59,5/10/2026
"3,724",789,general_ethan,"'-",1,48.29%,205,5/8/2026
"3,725",789,ahmed.rhaiem,"'-",2,49.34%,"2,106",5/10/2026
"3,726",789,youvebeenoofed,1huvu,"'-1",45.45%,99,5/9/2026
"3,727",788,raidisilverio,"'-","'-1",50.00%,166,5/8/2026
"3,728",787,Zecht,"'-",6,53.33%,30,5/10/2026
"3,729",787,MrDylan(Dyl)Doe,"'-",3,50.41%,121,4/18/2026
"3,730",787,lucas.velasquez.linhadefrente,"'-","'-1",50.00%,26,5/3/2026
"3,731",786,Songoku_4,"'-","'-1",30.00%,10,5/9/2026
"3,732",785,pr0phet4pr0fit,DPssy,"'-7",44.44%,108,4/19/2026
"3,733",785,Nimitz,"'-",2,49.21%,382,4/27/2026
"3,734",785,Brutal Truth,AoWr,3,42.86%,56,4/27/2026
"3,735",784,Darth Kierkegaard,"'-","'-3",50.02%,"2,297",5/5/2026
"3,736",784,亚里士多德,SOTON,"'-1",48.94%,47,5/1/2026
"3,737",784,Hollowchair,"'-","'-4",48.97%,535,5/9/2026
"3,738",784,FRAJOFEAL,Basti,"'-3",51.54%,130,4/27/2026
"3,739",783,firemoonlightacestar,Mecon,"'-6",25.00%,12,4/19/2026
"3,740",783,pcjest,"'-","'-1",50.63%,160,5/9/2026
"3,741",783,MrMusic,Divas,1,48.18%,110,4/27/2026
"3,742",783,MuhammedKocoglu,"'-",1,47.27%,110,5/10/2026
"3,743",783,RainingBlood94,"'-",1,25.00%,12,5/9/2026
"3,744",783,GOOSEMAN,"'-","'-1",35.29%,17,4/22/2026
"3,745",782,jeanjeannotjeannette780,"'-",3,45.59%,68,5/7/2026
"3,746",782,香酥大鸡排,"'-","'-2",46.63%,178,5/10/2026
"3,747",782,白发药神,"'-","'-2",33.33%,18,5/1/2026
"3,748",782,CarlosR,"'-",1,46.94%,98,4/28/2026
"3,749",782,丁大大的玩意,"'-","'-11",28.00%,25,5/8/2026
"3,750",782,SAMUEL D CRUZ,"'-",6,46.80%,297,4/21/2026
"3,751",782,Bashir5661,"'-",2,49.18%,183,5/10/2026
"3,752",782,OL0KUN,"'-",1,49.82%,831,5/5/2026
"3,753",782,VonKo75,"'-","'-1",49.62%,"2,910",5/9/2026
"3,754",781,valentin-junglas,"'-","'-1",49.73%,368,5/10/2026
"3,755",781,Dênisson King,"'-","'-1",35.29%,17,5/8/2026
"3,756",781,IAKOBS15,ELLAD,"'-1",40.00%,40,5/8/2026
"3,757",780,game.alvinho,Br4z1,"'-1",49.39%,164,4/18/2026
"3,758",780,izhan3008,"'-","'-1",47.76%,134,4/17/2026
"3,759",780,Matloo2498,"'-","'-2",49.64%,411,5/10/2026
"3,760",780,owen.a.micallef,"'-","'-1",48.08%,208,4/20/2026
"3,761",780,ツNIKOツ,"'-","'-1",47.76%,67,5/6/2026
"3,762",779,VictorElHorrible,"'-",4,45.65%,46,5/10/2026
"3,763",779,DeathStrokerXS,"'-","'-1",49.55%,662,5/3/2026
"3,764",778,Scaraoski,"'-",4,43.48%,92,4/28/2026
"3,765",778,大贤,"'-",2,51.28%,234,5/9/2026
"3,766",778,eliekharrat1998,"'-","'-3",36.96%,46,5/8/2026
"3,767",778,Boa Derrota,"'-","'-2",40.85%,71,5/5/2026
"3,768",778,Emir,"'-",1,41.94%,31,4/28/2026
"3,769",778,dgduman,COLM,1,49.44%,445,5/10/2026
"3,770",777,d033zxc,"'-","'-4",48.19%,193,4/15/2026
"3,771",776,MCG,"'-","'-2",39.13%,23,5/10/2026
"3,772",776,ZakuTv,"'-",1,27.27%,11,5/5/2026
"3,773",776,Ayoyo,今WAR,1,48.69%,495,4/21/2026
"3,774",776,Peconskie,"'-","'-2",47.06%,153,5/4/2026
"3,775",775,Falanga,"'-","'-3",43.28%,67,4/30/2026
"3,776",775,jotusuario,"'-","'-1",27.27%,11,5/2/2026
"3,777",775,gLM LoPeS,"'-","'-1",50.35%,288,5/3/2026
"3,778",775,Senka7795,SPQcz,1,49.64%,556,5/3/2026
"3,779",774,Rom Baron,"'-","'-3",45.10%,51,5/4/2026
"3,780",774,JliHaX,"'-","'-3",31.82%,22,5/10/2026
"3,781",773,Jormaca,"'-","'-5",38.24%,34,5/10/2026
"3,782",773,ilker,"'-",2,50.20%,743,5/10/2026
"3,783",773,Elvis is Back!,"'-","'-1",30.00%,20,4/26/2026
"3,784",773,帝國使我快樂,"'-",1,47.79%,272,4/25/2026
"3,785",773,k18ar,"'-",1,49.08%,271,5/10/2026
"3,786",772,Monchug,"'-","'-1",27.27%,11,5/3/2026
"3,787",772,CDeezNutz,BZD,"'-1",49.11%,112,4/24/2026
"3,788",771,GRIMLOCK,"'-",3,37.04%,27,4/28/2026
"3,789",771,OnlyBenz,"'-","'-1",35.00%,20,5/10/2026
"3,790",770,Freales91,HACKs,"'-4",50.00%,54,4/18/2026
"3,791",770,SR. ZECA,ZTR,"'-1",50.81%,185,4/17/2026
"3,792",769,honzajirsak,"'-","'-4",48.00%,225,4/13/2026
"3,793",769,diego1195,"'-",2,42.86%,21,5/8/2026
"3,794",769,itasGTI⛟,"'-","'-1",45.31%,64,4/16/2026
"3,795",769,bobukking,"'-","'-6",25.00%,12,5/3/2026
"3,796",768,Blue,"'-","'-1",38.89%,54,5/10/2026
"3,797",767,"'- C O S E R A -","'-",1,50.25%,197,5/10/2026
"3,798",767,doly,"'-",1,49.82%,550,4/29/2026
"3,799",767,D3STRUCT0,"'-",1,20.00%,10,4/13/2026
"3,800",766,Abhay,INDIA,1,50.60%,166,5/9/2026
"3,801",766,dariovillada12,AuKlM,1,50.54%,93,5/10/2026
"3,802",765,Zahid Bey,"'-","'-1",49.88%,411,5/9/2026
"3,803",765,Elcondorpasah,"'-","'-3",44.19%,86,5/5/2026
"3,804",765,ToaderMondialu,"'-",3,49.18%,305,5/8/2026
"3,805",765,Nikhil Sachan,"'-","'-1",48.00%,200,4/21/2026
"3,806",765,llamas2.2,MgAo3,"'-1",49.49%,394,5/10/2026
"3,807",764,BABY BART,"'-",1,23.08%,13,4/29/2026
"3,808",764,kuzi_303,"'-","'-2",33.33%,18,4/18/2026
"3,809",764,TIO RENE,"'-","'-4",43.21%,81,5/9/2026
"3,810",764,Lord Sainz,"'-","'-2",48.07%,672,4/18/2026
"3,811",763,toby575,"'-","'-5",41.38%,29,5/8/2026
"3,812",763,PATITA DE CONEJO,"'-","'-1",48.54%,342,5/10/2026
"3,813",762,kk2487157,"'-",1,46.99%,83,5/2/2026
"3,814",762,Ross,"'-","'-1",30.43%,23,5/10/2026
"3,815",761,emr,"'-",1,41.18%,34,5/6/2026
"3,816",761,<color=0/0/0>iihiivviix,ILILI,1,46.54%,866,5/9/2026
"3,817",761,Centurior,"'-","'-2",20.00%,10,4/28/2026
"3,818",760,Burakbukucu2626,"'-",1,50.54%,93,4/21/2026
"3,819",760,SORSHA,ACME,"'-1",47.83%,69,4/14/2026
"3,820",760,bacalhau92,"'-",2,41.43%,"1,897",4/16/2026
"3,821",760,Pølsemageren,"'-","'-1",49.30%,"1,643",5/10/2026
"3,822",760,Zoroastro,"'-",1,41.67%,72,4/25/2026
"3,823",759,alexisCan9796,"'-","'-5",27.27%,11,4/30/2026
"3,824",759,1186836719,"'-","'-1",44.53%,128,5/7/2026
"3,825",759,Leoric,"'-","'-2",32.26%,31,4/24/2026
"3,826",759,1197995140,"'-","'-3",46.67%,105,5/3/2026
"3,827",759,Uncle Ida,"'-","'-2",26.67%,15,5/7/2026
"3,828",759,Otto von Bismark,"'-","'-5",47.78%,293,4/29/2026
"3,829",758,LIS,"'-",1,48.08%,260,5/5/2026
"3,830",758,阳心,"'-",2,42.91%,261,4/26/2026
"3,831",758,Fanuel5369,"'-","'-1",48.53%,"5,259",5/10/2026
"3,832",758,VINIZIN,"'-","'-2",49.87%,387,5/3/2026
"3,833",758,kanovski,"'-",5,48.05%,256,5/7/2026
"3,834",757,SNIPER CEGO,BAMOR,"'-1",25.00%,12,4/25/2026
"3,835",757,Luca,日月神教,"'-1",33.33%,30,4/16/2026
"3,836",755,Gdromer11,kuhak,"'-1",45.12%,82,4/26/2026
"3,837",755,santiago.bernal0000,"'-","'-1",48.31%,89,5/8/2026
"3,838",755,volkankmbr,"'-",1,41.67%,24,5/7/2026
"3,839",755,notz,"'-","'-3",29.63%,27,5/7/2026
"3,840",755,Tayra88,BAMOR,"'-1",41.38%,29,4/28/2026
"3,841",754,DIOGOSPERA82,"'-","'-2",49.61%,"1,667",5/5/2026
"3,842",754,Mtyvneladze,"'-","'-2",50.85%,118,5/4/2026
"3,843",754,Karincraft,"'-","'-1",48.31%,89,5/8/2026
"3,844",754,ceylor,"'-","'-3",20.00%,10,4/13/2026
"3,845",754,CRAIG,"'-","'-3",48.50%,167,4/24/2026
"3,846",753,surenneu,TIGGR,"'-2",48.96%,433,5/10/2026
"3,847",753,AC/DC,"'-","'-5",34.62%,26,4/28/2026
"3,848",753,rediceshaw8816,WYG,"'-3",49.72%,718,5/7/2026
"3,849",751,Ceifador de Almas,RBSs,"'-2",20.00%,10,5/10/2026
"3,850",751,Féltengely gumiharang,"'-","'-1",47.57%,370,4/26/2026
"3,851",751,cioK29,"'-","'-2",48.97%,341,4/22/2026
"3,852",750,⚡ AWP Fifo,KOHH,"'-3",33.33%,21,4/13/2026
"3,853",750,COmmaBois,"'-",1,46.22%,463,4/25/2026
"3,854",749,sam,"'-",2,20.00%,10,5/10/2026
"3,855",749,Chriz2048,vvmex,4,48.08%,"1,196",5/5/2026
"3,856",749,jupiter,"'-","'-1",34.78%,23,5/3/2026
"3,857",749,marinoanthony1704,"'-",3,48.44%,320,5/10/2026
"3,858",749,joseromulorj,"'-","'-2",49.46%,738,5/10/2026
"3,859",749,R1CcArDoMaR1,FREFF,1,48.88%,"1,209",4/29/2026
"3,860",749,arq.cristian.jhoan,"'-",1,49.73%,187,5/10/2026
"3,861",749,AlvaroDa17,"'-","'-6",31.25%,32,5/8/2026
"3,862",748,Moneld,"'-","'-1",49.17%,181,5/3/2026
"3,863",748,D_T3ch1,TopBR,5,40.54%,37,5/9/2026
"3,864",748,DerRoteBaron,"'-","'-3",39.02%,41,5/7/2026
"3,865",748,aoi_tora,"'-","'-1",49.15%,"1,123",5/10/2026
"3,866",748,gmouluofan3645,SPRQ,1,47.81%,297,5/10/2026
"3,867",747,kai,"'-",2,35.71%,14,4/28/2026
"3,868",746,Lord Duck,"'-",1,45.98%,87,5/10/2026
"3,869",746,欧阳雨灵,四海商会,2,49.23%,"1,487",5/10/2026
"3,870",746,MMdance,"'-","'-3",29.41%,17,4/27/2026
"3,871",745,ZrkV_McGreggy,"'-",1,41.03%,78,4/21/2026
"3,872",745,jean-cruzado,DTD,"'-1",42.47%,73,5/6/2026
"3,873",745,eyp09,"'-","'-6",46.28%,121,4/13/2026
"3,874",745,pacman pajaro con suelas,"'-",3,47.15%,439,5/8/2026
"3,875",745,jasonsworldz,"'-","'-4",27.27%,11,4/16/2026
"3,876",744,hferrin701,"'-","'-1",49.62%,661,5/10/2026
"3,877",744,SmokingHotNinja,ST0RM,"'-4",45.79%,107,5/1/2026
"3,878",743,K4rka,"'-","'-3",46.33%,"1,252",4/17/2026
"3,879",743,k4stijpxu,"'-","'-2",30.77%,13,5/2/2026
"3,880",743,PuchosAfterCoito,"'-","'-1",48.28%,29,5/10/2026
"3,881",743,andredsilva17,"'-","'-1",49.17%,181,5/10/2026
"3,882",742,Nideen,"'-",1,49.25%,335,5/9/2026
"3,883",742,Ragnar Lodbrok,"'-","'-2",45.33%,75,4/18/2026
"3,884",742,PowerofPlayer,"'-","'-3",45.50%,222,4/25/2026
"3,885",742,Dr. Duda,"'-",2,49.26%,544,4/20/2026
"3,886",742,CzCC@sSiMeD,"'-","'-1",49.42%,"4,921",4/18/2026
"3,887",741,momomarti,"'-","'-1",29.63%,27,4/13/2026
"3,888",741,juandyfuga69,"'-","'-1",48.44%,225,5/10/2026
"3,889",741,VEIDALANCHA,"'-",1,23.08%,13,4/25/2026
"3,890",741,c⡊g⡊a⡊d⡊a,"'-",4,48.33%,"18,760",5/10/2026
"3,891",741,adembaba198916,3agle,1,50.12%,407,5/9/2026
"3,892",740,Bandenere,"'-","'-3",47.18%,142,5/10/2026
"3,893",740,ruben.vazquez.mtz,MANKS,"'-2",47.10%,155,4/23/2026
"3,894",740,XequeMate27,"'-",1,20.00%,10,5/9/2026
"3,895",739,Ghost01,"'-","'-7",47.12%,382,4/16/2026
"3,896",739,Guinevere,"'-","'-1",20.00%,10,5/8/2026
"3,897",739,The Duke of Wellington,"'-","'-1",43.40%,53,5/1/2026
"3,898",738,mami,HUR,"'-1",31.25%,16,5/10/2026
"3,899",738,Timo Jumpen,"'-",1,49.14%,466,5/8/2026
"3,900",738,Pirate Alien,"'-",1,44.63%,121,4/19/2026
"3,901",738,PyZia,"'-",1,47.58%,124,4/21/2026
"3,902",738,grizz700,"'-","'-1",46.67%,165,4/16/2026
"3,903",737,Ätarsson ♞,"'-","'-1",39.62%,53,4/16/2026
"3,904",737,Russian Mafia,"'-","'-5",48.70%,540,5/7/2026
"3,905",737,Tristan CO,"'-","'-6",29.17%,24,5/4/2026
"3,906",737,ChaPu,"'-",4,47.76%,469,4/29/2026
"3,907",737,Josethelast,CRIUM,2,46.80%,359,5/9/2026
"3,908",736,X Para Bellum X,ZZU1,"'-2",31.25%,16,4/25/2026
"3,909",735,apretoriusjnr7,ZAR,2,50.67%,75,5/10/2026
"3,910",735,1007164648,"'-","'-1",47.79%,136,5/5/2026
"3,911",735,Snow Lynx,"'-",2,42.59%,54,5/10/2026
"3,912",734,PARZ1VAL,"'-",3,28.57%,14,4/18/2026
"3,913",734,palinskileonardo,"'-","'-2",50.00%,116,4/22/2026
"3,914",734,Kitsh,"'-","'-1",41.30%,92,4/18/2026
"3,915",734,Gamergurl,"'-","'-1",49.78%,225,5/10/2026
"3,916",733,brunogbarcellos,"'-","'-5",23.53%,17,4/26/2026
"3,917",732,Nordschleifen_Racer,"'-",5,49.78%,462,5/2/2026
"3,918",732,johnnyi2004,"'-",2,49.91%,"2,204",5/3/2026
"3,919",732,bryan,"'-","'-1",48.95%,190,5/3/2026
"3,920",732,Graciosito,"'-","'-3",49.32%,148,5/5/2026
"3,921",730,FRED + SISO,BrBul,2,48.50%,998,5/7/2026
"3,922",729,muhammet.r.seker,KKBR,"'-1",48.22%,477,4/19/2026
"3,923",729,dinamitaman,"'-",3,47.93%,290,5/3/2026
"3,924",728,Daniel Fleissner,WD4P,"'-2",45.63%,160,5/6/2026
"3,925",727,Dias,"'-",1,20.00%,10,5/6/2026
"3,926",726,rom,"'-",1,48.62%,181,4/25/2026
"3,927",726,sergioalv1310,LGV3,"'-3",23.08%,13,5/4/2026
"3,928",726,Ʀosнαη cεroηүx™,"'-","'-1",41.18%,51,5/4/2026
"3,929",726,zano.tuttozano,zein,2,31.82%,22,5/7/2026
"3,930",726,ReySica,"'-",2,49.40%,587,5/9/2026
"3,931",726,Joekesonus,SLST,"'-2",47.92%,576,5/6/2026
"3,932",726,DTD1835,1DTD1,"'-3",51.67%,269,5/10/2026
"3,933",725,manfred11,"'-",2,20.00%,10,4/17/2026
"3,934",725,[Mx] HUGOROMO,"'-",1,48.81%,"2,274",5/4/2026
"3,935",724,洪门第一萝莉,"'-","'-1",39.13%,23,5/9/2026
"3,936",724,theleonardoclops99,MYYS,6,48.21%,56,5/3/2026
"3,937",723,efe mayir,"'-",1,41.94%,31,5/9/2026
"3,938",722,OPK/K,"'-","'-9",40.82%,49,4/22/2026
"3,939",722,DRAGON,SIMM,"'-1",40.00%,60,5/10/2026
"3,940",721,PerroCallejero,"'-",2,45.45%,77,5/3/2026
"3,941",721,104violets,"'-","'-1",26.67%,15,4/16/2026
"3,942",721,Rai BM,"'-",2,47.06%,119,5/3/2026
"3,943",721,_D_e_S_s_,WESW,"'-3",20.00%,10,4/30/2026
"3,944",721,jarviteras7,MgAo3,2,48.68%,304,5/6/2026
"3,945",721,Squazeem,"'-","'-4",39.29%,56,4/23/2026
"3,946",721,LeSurVivant,"'-",2,48.50%,167,5/3/2026
"3,947",721,函数弹道,"'-","'-5",47.42%,194,4/18/2026
"3,948",720,Somebody,"'-","'-3",48.06%,129,5/5/2026
"3,949",720,Zurdex,VSJS,"'-1",22.22%,18,5/6/2026
"3,950",720,Livenomous,"'-",1,49.09%,385,5/2/2026
"3,951",719,三金,"'-","'-2",42.11%,76,4/29/2026
"3,952",719,AbsoluteGod616,"'-","'-2",31.82%,22,5/1/2026
"3,953",718,Sims,"'-","'-3",46.79%,156,4/17/2026
"3,954",717,Chachu,Ready,"'-2",49.35%,620,5/3/2026
"3,955",717,CandyCandy,COPEU,"'-1",49.79%,474,5/1/2026
"3,956",716,蒋介石,"'-",1,16.67%,12,5/10/2026
"3,957",716,007008,"'-","'-3",26.67%,15,5/10/2026
"3,958",716,merp9999,"'-",1,43.18%,44,5/9/2026
"3,959",715,抽象人机,"'-","'-1",31.82%,22,4/18/2026
"3,960",715,Jhojanm,"'-","'-2",18.18%,11,5/3/2026
"3,961",715,ilsiae,"'-","'-2",42.19%,64,5/10/2026
"3,962",715,andre_afoito,frefo,"'-2",49.77%,"1,328",4/22/2026
"3,963",715,80kg1to5,"'-","'-1",41.38%,58,5/3/2026
"3,964",714,Hmolusco,"'-","'-1",47.95%,219,4/30/2026
"3,965",714,SIZAR-X,"'-","'-4",18.18%,11,5/1/2026
"3,966",714,con_safo,"'-","'-1",49.44%,267,5/10/2026
"3,967",714,vanvasten1,"'-","'-1",45.28%,159,4/18/2026
"3,968",714,cgvzla98,"'-","'-1",41.86%,43,4/14/2026
"3,969",713,SERGI_LA_LINEA,R3VOS,"'-3",46.72%,122,5/9/2026
"3,970",713,jjaba1722,"'-","'-9",10.00%,10,4/21/2026
"3,971",713,JOEYYY0144,ANDLU,"'-2",49.21%,758,4/26/2026
"3,972",713,TheBest😜,"'-",1,48.14%,700,5/8/2026
"3,973",712,lerouxnic4,"'-","'-1",44.90%,49,4/20/2026
"3,974",712,Petromipresi255,"'-",1,48.93%,"1,216",5/10/2026
"3,975",712,gatomiaumar,"'-","'-1",45.16%,62,4/20/2026
"3,976",711,NO NEGATIVE SELF TALK!,"'-","'-1",41.18%,51,5/10/2026
"3,977",711,eacv2604,LMex,1,18.18%,11,5/6/2026
"3,978",711,庆,"'-","'-5",10.00%,10,4/15/2026
"3,979",711,Noray_2000,"'-",1,25.00%,12,5/6/2026
"3,980",711,El Salao,"'-",1,45.78%,225,5/3/2026
"3,981",710,gabicomanro,"'-",1,43.08%,65,5/6/2026
"3,982",710,包子,"'-","'-4",46.59%,88,5/9/2026
"3,983",709,Fughah,"'-",2,33.33%,18,5/3/2026
"3,984",709,atila_of_phlan,"'-",1,46.96%,230,5/5/2026
"3,985",708,drich878,TOURS,3,48.20%,305,5/7/2026
"3,986",708,DaViDoViC,"'-","'-8",16.67%,12,5/2/2026
"3,987",708,frombakuo,"'-",2,42.59%,54,4/18/2026
"3,988",708,ANTAURO HUMALA TASSO,Ramd,2,44.83%,58,5/6/2026
"3,989",707,ViGeSi,"'-",1,49.24%,"3,668",5/10/2026
"3,990",707,Cuauhtemoctzin,LTPD,1,50.32%,"1,083",5/9/2026
"3,991",706,juan_kmilo124,Weza,2,48.00%,100,5/10/2026
"3,992",705,toRtoiseCPA,"'-","'-2",44.68%,94,5/9/2026
"3,993",704,Novoalpoder,MASUS,"'-2",32.35%,34,5/9/2026
"3,994",704,MrChoubrackttttt,"'-","'-2",47.42%,97,5/10/2026
"3,995",704,Obito.,"'-",1,20.00%,10,5/3/2026
"3,996",704,Diablo,"'-","'-4",48.82%,422,5/10/2026
"3,997",704,Samu,"'-","'-2",16.67%,12,5/2/2026
"3,998",703,luka.chubinashvili15,"'-",1,42.11%,57,5/10/2026
"3,999",703,xXxSteVenxXx,OKBYE,"'-8",10.00%,10,5/2/2026
"4,000",703,bbauman34,"'-","'-1",48.99%,496,5/10/2026
"4,001",703,playandmusic,1620,"'-5",47.96%,319,5/10/2026
"4,002",702,walter6173,D0DO,4,48.81%,"3,815",5/10/2026
"4,003",702,Mordikus,"'-","'-3",36.36%,44,5/2/2026
"4,004",701,Ian705240,"'-","'-1",23.08%,13,5/2/2026
"4,005",701,chamele0n101,ST0RM,"'-2",50.00%,172,5/4/2026
"4,006",700,AKoberstein,R3VOS,1,32.35%,34,5/10/2026
"4,007",700,Mecagomen,"'-","'-1",34.38%,32,4/24/2026
"4,008",699,BitEdral,"'-",1,29.63%,27,4/14/2026
"4,009",699,KilerTeacher,SKı,"'-3",18.18%,11,5/9/2026
"4,010",699,elyolocrack76,"'-","'-4",21.43%,14,4/20/2026
"4,011",698,angelsantamariaperez,"'-","'-1",35.48%,31,4/26/2026
"4,012",698,Sir Edgelord the 4th,"'-","'-1",37.50%,24,4/29/2026
"4,013",698,Diitram,AtmGG,"'-2",35.14%,37,5/10/2026
"4,014",698,JuanpaNB99,COFAC,"'-4",40.85%,71,5/8/2026
"4,015",698,serna109,"'-","'-2",48.56%,"1,637",5/8/2026
"4,016",697,3244427645,"'-",2,46.67%,45,5/2/2026
"4,017",697,Todesbulle,"'-",2,45.28%,254,5/2/2026
"4,018",696,Kasandra,INDO,1,33.33%,27,4/27/2026
"4,019",696,DopinG,FumaO,1,41.38%,87,4/23/2026
"4,020",696,Tahulk,"'-",2,45.16%,93,5/9/2026
"4,021",696,提莫队长正在送命,meoww,"'-4",44.12%,68,4/26/2026
"4,022",696,shamsudinov82,filik,"'-1",46.55%,174,5/4/2026
"4,023",695,OH NO MATARON A KENNY,Bonus,2,46.67%,60,5/1/2026
"4,024",694,MAT-EXT7,"'-","'-6",9.09%,11,5/9/2026
"4,025",694,Maia Henry,"'-",4,38.64%,44,5/9/2026
"4,026",694,anjuloma,PROPI,"'-4",48.39%,436,5/2/2026
"4,027",693,Ryze-BR,"'-","'-7",10.00%,10,4/29/2026
"4,028",693,martymcfly,"'-",1,29.41%,17,4/22/2026
"4,029",692,ORCΛ,"'-","'-2",42.22%,45,4/28/2026
"4,030",692,<color=0/1/0>Dantex_,"'-",1,31.82%,22,4/19/2026
"4,031",692,wispr47,"'-","'-1",48.05%,154,5/4/2026
"4,032",691,Dividend Enjoyer,"'-","'-1",47.14%,140,5/1/2026
"4,033",691,samuelaieser,"'-","'-4",30.43%,23,5/9/2026
"4,034",691,LC-,OTMNS,"'-1",46.41%,209,5/4/2026
"4,035",690,xD.Frituurman,"'-",3,43.24%,74,5/8/2026
"4,036",690,SANTOS,FARPS,"'-4",49.43%,698,5/9/2026
"4,037",690,Aravos,"'-","'-7",20.83%,24,5/9/2026
"4,038",690,Tranquil,"'-",1,47.76%,312,5/7/2026
"4,039",689,striver,"'-",1,23.53%,17,4/30/2026
"4,040",689,SandroGo,Br4z1,1,49.61%,"1,276",5/9/2026
"4,041",689,Kurved420,ZAZA,4,48.78%,574,5/9/2026
"4,042",689,Nebbs,"'-","'-1",42.00%,50,4/21/2026
"4,043",689,REDvelvet,"'-",5,46.67%,375,5/8/2026
"4,044",689,Marks⭕⃤,"'-","'-1",42.25%,71,5/6/2026
"4,045",688,Cris7w7,"'-","'-1",18.18%,11,5/9/2026
"4,046",688,pedrodramos10,BRASI,"'-1",46.45%,155,5/9/2026
"4,047",687,gabigoliat02.00,"'-","'-2",33.33%,30,5/7/2026
"4,048",687,BOLOLOLO,Br4z1,"'-1",49.75%,595,5/8/2026
"4,049",686,diegobravcar505,"'-",1,48.70%,230,5/7/2026
"4,050",685,a.cimik,BZKRT,"'-1",49.32%,"1,328",5/9/2026
"4,051",684,Asebaumer,"'-",2,37.14%,35,5/9/2026
"4,052",684,1020733047,"'-",2,47.94%,340,4/27/2026
